area_fips,year,annual_avg_emplvl,avg_annual_pay,state_fips,state,corporate_tax_rate,federal_tax_rate,manufacturing_exposure,tax_x_exposure,log_employment,log_pay
01001,1990,7871,18399,1,Alabama,0.05,0.34,0.35329980185947263,0.01766499009297363,8.97094039814245,9.820051594294094
01003,1990,27710,15210,1,Alabama,0.05,0.34,0.2263363523352868,0.01131681761676434,10.229548637857024,9.62970838525334
01005,1990,9356,16928,1,Alabama,0.05,0.34,0.45368266274562224,0.022684133137281112,9.143773127704069,9.736724334658026
01007,1990,3923,14806,1,Alabama,0.05,0.34,0.4207792207792207,0.021038961038961038,8.274611946209552,9.602787783003043
01009,1990,7212,14466,1,Alabama,0.05,0.34,0.43915343915343913,0.021957671957671957,8.883501584323207,9.579556347409227
01013,1990,6076,15667,1,Alabama,0.05,0.34,0.40635973468591496,0.02031798673429575,8.712101863715663,9.659311868393488
01015,1990,45316,18712,1,Alabama,0.05,0.34,0.3356451964046901,0.016782259820234506,10.72141544999338,9.836920308264014
01017,1990,13547,17305,1,Alabama,0.05,0.34,0.5016135705419942,0.02508067852709971,9.513920399580737,9.758750756069444
01019,1990,4260,14706,1,Alabama,0.05,0.34,0.29035971223021584,0.014517985611510792,8.357024439263416,9.596010852756168
01021,1990,6239,15038,1,Alabama,0.05,0.34,0.32051026509866454,0.01602551325493323,8.738575192110787,9.618335609937972
01023,1990,5514,25850,1,Alabama,0.05,0.34,0.5760687342833194,0.02880343671416597,8.615045591583742,10.160065879936575
01025,1990,8578,17518,1,Alabama,0.05,0.34,0.38566256335988414,0.01928312816799421,9.056956065076825,9.770984202723035
01027,1990,4495,14650,1,Alabama,0.05,0.34,0.7050013372559508,0.035250066862797545,8.410720946905721,9.592195614445213
01029,1990,2552,15389,1,Alabama,0.05,0.34,0.5743348982785602,0.028716744913928012,7.844632644464681,9.641408247463852
01031,1990,12561,15084,1,Alabama,0.05,0.34,0.4323615160349854,0.02161807580174927,9.438352054687252,9.621389858378247
01033,1990,22690,23126,1,Alabama,0.05,0.34,0.3763291724456773,0.018816458622283868,10.029679577773887,10.048712804688908
01035,1990,3911,15683,1,Alabama,0.05,0.34,0.36907894736842106,0.018453947368421052,8.271548374755515,9.660332602134424
01037,1990,2173,16048,1,Alabama,0.05,0.34,0.7314218841427735,0.03657109420713868,7.6838639802564295,9.683339510201717
01039,1990,13421,15427,1,Alabama,0.05,0.34,0.40610634053257005,0.020305317026628505,9.504575923397805,9.64387450001194
01041,1990,3710,13765,1,Alabama,0.05,0.34,0.4405570652173913,0.022027853260869566,8.21878715560148,9.529884417576708
01043,1990,20424,17077,1,Alabama,0.05,0.34,0.34695652173913044,0.017347826086956522,9.924465958921319,9.745487807887239
01045,1990,18235,20543,1,Alabama,0.05,0.34,0.421856027753686,0.021092801387684303,9.81109810324278,9.930275529292512
01047,1990,16862,16217,1,Alabama,0.05,0.34,0.3649881474032038,0.01824940737016019,9.732817848482622,9.693815353719375
01049,1990,18797,15751,1,Alabama,0.05,0.34,0.6109597335755373,0.030547986678776867,9.841452561616595,9.664659134301736
01051,1990,9708,17295,1,Alabama,0.05,0.34,0.3003684598378777,0.015018422991893885,9.180705566846491,9.758172721371269
01053,1990,12248,17419,1,Alabama,0.05,0.34,0.38256006628003314,0.01912800331400166,9.41311793733752,9.765316843477462
01055,1990,33696,19957,1,Alabama,0.05,0.34,0.35679712349605863,0.017839856174802934,10.425134414933702,9.901335237967984
01057,1990,5840,18773,1,Alabama,0.05,0.34,0.5208159866777685,0.026040799333888427,8.672486075822272,9.840174946324362
01059,1990,8423,15518,1,Alabama,0.05,0.34,0.4308732556466696,0.02154366278233348,9.038721338315364,9.649755919453895
01061,1990,6188,14161,1,Alabama,0.05,0.34,0.486904989485758,0.0243452494742879,8.730367211692958,9.55824698622306
01063,1990,2521,15476,1,Alabama,0.05,0.34,0.204093567251462,0.0102046783625731,7.83241092718792,9.647045715820404
01065,1990,3173,13803,1,Alabama,0.05,0.34,0.4452958705832269,0.022264793529161345,8.062432791583195,9.532641238823578
01067,1990,4697,15433,1,Alabama,0.05,0.34,0.5132075471698113,0.02566037735849057,8.454679286026995,9.64426335290083
01069,1990,41172,18968,1,Alabama,0.05,0.34,0.2586211782040747,0.012931058910203736,10.62551369264645,9.850508627745242
01071,1990,15726,18482,1,Alabama,0.05,0.34,0.5783738474434199,0.028918692372170998,9.663070672551461,9.824552564447986
01073,1990,341242,23142,1,Alabama,0.05,0.34,0.14055530930548246,0.007027765465274123,12.740347181983067,10.049404427436283
01075,1990,5774,16482,1,Alabama,0.05,0.34,0.5914396887159533,0.029571984435797668,8.661120360222881,9.710024155323328
01077,1990,26650,16331,1,Alabama,0.05,0.34,0.3136314981151394,0.01568157490575697,10.19054442959399,9.700820421076743
01079,1990,7269,23116,1,Alabama,0.05,0.34,0.4005286343612335,0.020026431718061677,8.891374009484636,10.04828029743767
01081,1990,33716,19413,1,Alabama,0.05,0.34,0.3606678730054285,0.018033393650271425,10.425727781117374,9.873698223725375
01083,1990,20820,27809,1,Alabama,0.05,0.34,0.4880797572605115,0.024403987863025577,9.94366934216896,10.23311498829311
01085,1990,2802,18771,1,Alabama,0.05,0.34,0.4150485436893204,0.020752427184466023,7.938088726896952,9.840068404666473
01089,1990,133980,25553,1,Alabama,0.05,0.34,0.25105730803554105,0.012552865401777052,11.805445814062258,10.14851000556878
01091,1990,7057,17070,1,Alabama,0.05,0.34,0.4284956690825526,0.02142478345412763,8.86177531100083,9.745077815788486
01093,1990,10430,16856,1,Alabama,0.05,0.34,0.6208027999562507,0.031040139997812535,9.252441547994819,9.732461955484025
01095,1990,30311,16311,1,Alabama,0.05,0.34,0.5060725642695683,0.025303628213478414,10.319265961919356,9.69959500581403
01097,1990,144429,20831,1,Alabama,0.05,0.34,0.17952893907953804,0.008976446953976902,11.880543316301942,9.944197540783914
01099,1990,10253,20851,1,Alabama,0.05,0.34,0.18686411937598915,0.009343205968799458,9.235325624670091,9.94515718770752
01101,1990,113638,20171,1,Alabama,0.05,0.34,0.15069220065564493,0.007534610032782246,11.640773236376434,9.912001208301334
01103,1990,41669,19731,1,Alabama,0.05,0.34,0.3790751641385556,0.01895375820692778,10.637512726048387,9.889946281969461
01105,1990,2922,13492,1,Alabama,0.05,0.34,0.4468365553602812,0.022341827768014064,7.980023592310645,9.50985219618154
01107,1990,4606,14678,1,Alabama,0.05,0.34,0.3440654843110505,0.017203274215552525,8.43511508038063,9.594105053105007
01109,1990,10479,16430,1,Alabama,0.05,0.34,0.3505037783375315,0.017525188916876575,9.257128533474942,9.706864211031315
01111,1990,5339,15775,1,Alabama,0.05,0.34,0.5805909200096084,0.029029546000480425,8.582793648500186,9.666181687409415
01113,1990,12271,17737,1,Alabama,0.05,0.34,0.35200911350455677,0.01760045567522784,9.414994033976548,9.783408132205587
01115,1990,9652,16875,1,Alabama,0.05,0.34,0.31381639952311563,0.015690819976155783,9.174920426744922,9.733588515740731
01117,1990,28538,21350,1,Alabama,0.05,0.34,0.2840583271893176,0.014202916359465882,10.258991811490521,9.96880701865677
01119,1990,4859,16363,1,Alabama,0.05,0.34,0.3782068965517241,0.018910344827586207,8.488587934405903,9.702777967428895
01121,1990,23202,19245,1,Alabama,0.05,0.34,0.4507565260765948,0.02253782630382974,10.051993760835352,9.865006565717847
01123,1990,17015,17098,1,Alabama,0.05,0.34,0.6121900013121637,0.030609500065608187,9.741850586935007,9.74671677658618
01125,1990,62155,21035,1,Alabama,0.05,0.34,0.201601486462573,0.01008007432312865,11.037386544225816,9.95394299602462
01127,1990,18705,20453,1,Alabama,0.05,0.34,0.1769900419615457,0.008849502098077285,9.836546146782247,9.925884849978166
01129,1990,5217,26321,1,Alabama,0.05,0.34,0.483878344386005,0.024193917219300254,8.559677803022392,10.178122378638475
01131,1990,4012,20719,1,Alabama,0.05,0.34,0.47858705845576743,0.023929352922788374,8.297045149081827,9.938806432660483
01133,1990,8470,15265,1,Alabama,0.05,0.34,0.601998904709748,0.030099945235487403,9.0442857876461,9.633317905168978
02016,1990,3793,28053,2,Alaska,0.094,0.34,0.5456674473067916,0.05129274004683841,8.2409125416889,10.241850857103556
